Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,GarageType,GarageYrBlt,GarageFinish,GarageCars,SalePrice
998,20,RL,11717,NWAmes,6,6,1970,1442,1442,0,1442,2,0,Attchd,1970.0,RFn,2,185000
999,30,RM,9786,IDOTRR,3,4,1922,1077,1077,0,1077,1,0,Detchd,1922.0,Unf,1,91000
1000,20,RL,6762,CollgCr,7,5,2006,1208,1208,0,1208,2,0,Attchd,2006.0,RFn,2,206000
1001,20,RL,10206,Edwards,3,3,1952,944,944,0,944,1,0,Detchd,1956.0,Unf,2,82000
1002,30,RL,5400,OldTown,5,6,1920,691,691,0,691,1,0,Detchd,1920.0,Unf,1,86000
1003,20,RL,11957,Somerst,8,5,2006,1574,1574,0,1574,2,0,Attchd,2006.0,RFn,3,232000
1004,90,RL,11500,NWAmes,5,6,1976,1680,1680,0,1680,2,0,Detchd,1976.0,Unf,2,136905
1005,120,RL,3182,Blmngtn,7,5,2005,1504,1504,0,1504,2,0,Attchd,2005.0,Fin,2,181000
1006,80,RL,8385,CollgCr,5,8,1977,985,985,0,985,2,0,Attchd,1977.0,Unf,1,149900
1007,20,RL,12155,NAmes,6,3,1970,1657,1657,0,1657,2,0,Attchd,1970.0,Unf,2,163500
1008,160,RM,2217,MeadowV,4,4,1970,1092,546,546,1092,1,1,Attchd,1970.0,RFn,1,88000
1009,20,RL,12118,Mitchel,7,5,2004,1710,1710,0,1710,2,0,Attchd,2004.0,Fin,2,240000
1010,50,RL,6000,SWISU,5,5,1926,1522,1008,0,1522,2,0,,,,0,102000
1011,50,RL,21286,Sawyer,5,5,1948,1271,720,551,1271,2,0,Attchd,1948.0,Unf,1,135000
1012,90,RL,9825,Edwards,5,5,1965,1664,1664,0,1664,2,0,,,,0,100000
1013,70,RL,10592,Crawfor,6,7,1923,1502,900,602,1502,1,1,Detchd,1923.0,Unf,1,165000
1014,30,RM,7200,OldTown,5,4,1910,1022,1022,0,1022,1,0,Detchd,1956.0,Unf,1,85000
1015,20,RL,11664,NAmes,6,5,1948,1082,1082,0,1082,1,0,Detchd,1948.0,Unf,1,119200
1016,60,RL,8400,NWAmes,8,6,2001,1665,810,855,1665,2,1,Attchd,2001.0,Fin,2,227000
1017,20,RL,11883,CollgCr,7,5,1996,1504,1504,0,1504,2,0,Attchd,1996.0,Fin,2,203000
1018,120,RL,5814,StoneBr,8,5,1984,1360,1360,0,1360,1,0,Attchd,1984.0,RFn,2,187500
1019,80,RL,10784,Gilbert,7,5,1991,1472,802,670,1472,2,1,Attchd,1991.0,RFn,2,160000
1020,120,RL,3013,Blmngtn,7,5,2005,1506,1506,0,1506,2,0,Attchd,2005.0,Fin,2,213490
1021,20,RL,7024,Edwards,4,5,2005,1132,1132,0,1132,1,1,Attchd,2005.0,Fin,2,176000
1022,20,RL,7406,CollgCr,7,5,2006,1220,1220,0,1220,2,0,Attchd,2006.0,RFn,2,194000
1023,50,RM,9439,OldTown,5,5,1930,1248,912,336,1248,1,0,Detchd,1957.0,Unf,1,87000
1024,120,RL,3182,Blmngtn,7,5,2005,1504,1504,0,1504,2,0,Attchd,2005.0,Fin,2,191000
1025,20,RL,15498,Timber,8,6,1976,2898,2898,0,2898,2,0,Attchd,1976.0,Fin,2,287000
1026,20,RL,7700,CollgCr,5,5,1972,882,882,0,882,1,0,Detchd,1980.0,Unf,2,112500
1027,20,RL,9300,NAmes,5,5,1960,1264,1264,0,1264,1,0,Attchd,1960.0,Unf,2,167500
1028,20,RL,9520,Timber,8,5,2007,1646,1646,0,1646,2,0,Attchd,2008.0,RFn,3,293077
1029,50,RL,9492,NAmes,5,5,1941,1376,968,408,1376,1,0,Attchd,1941.0,Unf,1,105000
1030,160,RM,1680,BrDale,6,7,1972,1218,672,546,1218,1,1,Detchd,1972.0,Unf,1,118000
1031,190,RH,7082,SWISU,5,8,1916,1928,948,980,1928,2,0,,,,0,160000
1032,75,RL,15863,SWISU,7,3,1920,3082,1687,998,3082,2,1,Basment,1970.0,Fin,2,197000
1033,60,RL,14541,NoRidge,8,7,1993,2520,1352,1168,2520,2,1,Attchd,1993.0,RFn,3,310000
1034,20,RL,8125,CollgCr,7,5,2002,1654,1654,0,1654,2,0,Attchd,2002.0,Unf,3,230000
1035,30,RL,6305,Crawfor,5,7,1938,954,954,0,954,1,0,Basment,1938.0,Unf,1,119750
1036,20,RL,11500,Edwards,4,3,1957,845,845,0,845,1,0,Detchd,1957.0,Unf,1,84000
1037,20,RL,12898,Timber,9,5,2007,1620,1620,0,1620,2,0,Attchd,2008.0,Fin,3,315500
1038,60,RL,9240,CollgCr,8,5,2001,2263,1055,1208,2263,2,1,BuiltIn,2001.0,Fin,2,287000
1039,160,RM,1533,MeadowV,4,6,1970,1344,798,546,1344,1,1,,,,0,97000
1040,180,RM,1477,MeadowV,4,4,1970,630,630,0,630,1,0,Attchd,1970.0,Unf,1,80000
1041,20,RL,13125,Sawyer,5,4,1957,1803,1803,0,1803,2,0,Attchd,1957.0,RFn,2,155000
1042,60,RL,9130,NWAmes,6,8,1966,1632,800,832,1632,1,1,Attchd,1966.0,Unf,2,173000
1043,120,RL,5381,NridgHt,6,5,2005,1306,1306,0,1306,2,0,Attchd,2005.0,RFn,2,196000
1044,60,RL,11839,SawyerW,7,5,1990,2329,1532,797,2329,2,1,Attchd,1990.0,Unf,2,262280
1045,20,RL,9600,NWAmes,8,5,1981,2524,2524,0,2524,2,1,Attchd,1981.0,Fin,2,278000
1046,20,RL,13680,Edwards,3,5,1955,1733,1733,0,1733,2,0,Attchd,1955.0,Unf,2,139600
1047,60,RL,16056,StoneBr,9,5,2005,2868,1992,876,2868,3,1,BuiltIn,2005.0,Fin,3,556581
1048,20,RL,9245,CollgCr,5,5,1994,990,990,0,990,1,0,Detchd,1996.0,Unf,2,145000
1049,20,RL,21750,Mitchel,5,4,1960,1771,1771,0,1771,1,0,Attchd,1960.0,Unf,2,115000
1050,20,RL,11100,Edwards,4,7,1946,930,930,0,930,1,0,Detchd,1946.0,Unf,1,84900
1051,20,RL,8993,Gilbert,7,5,2007,1302,1302,0,1302,2,0,Attchd,2007.0,Fin,2,176485
1052,20,RL,11175,CollgCr,7,5,2007,1316,1316,0,1316,2,0,Attchd,2007.0,Fin,2,200141
1053,60,RL,9500,NAmes,6,6,1964,1977,1127,850,1977,1,1,Attchd,1964.0,RFn,2,165000
1054,20,RL,8562,Edwards,5,6,1957,1526,1526,0,1526,1,0,Basment,1957.0,Unf,1,144500
1055,60,RL,11367,CollgCr,8,5,2002,1989,1091,898,1989,2,1,Attchd,2002.0,Fin,2,255000
1056,20,RL,11361,NWAmes,6,5,1976,1523,1523,0,1523,2,0,Attchd,1976.0,Fin,2,180000
1057,120,RL,7052,NridgHt,7,5,2005,1364,1364,0,1364,2,0,Attchd,2005.0,RFn,2,185850
1058,60,RL,29959,NoRidge,7,6,1994,1850,979,871,1850,2,1,BuiltIn,1994.0,Fin,2,248000
1059,60,RL,11308,NridgHt,9,5,2008,2184,1130,1054,2184,2,1,Attchd,2008.0,Fin,3,335000
1060,50,RL,11275,Crawfor,6,7,1932,1991,1096,895,1991,1,1,Detchd,1977.0,Unf,2,220000
1061,120,RL,4920,StoneBr,8,5,2001,1338,1338,0,1338,2,0,Attchd,2001.0,Fin,2,213500
1062,30,C (all),18000,IDOTRR,3,4,1935,894,894,0,894,1,0,Detchd,1994.0,RFn,3,81000
1063,190,RM,13600,OldTown,5,5,1900,2337,1422,915,2337,2,0,Detchd,1945.0,Unf,2,90000
1064,30,RM,6000,OldTown,6,6,1925,1103,1103,0,1103,1,0,Detchd,1976.0,Unf,2,110500
1065,20,RL,11000,NAmes,5,6,1966,1154,1154,0,1154,1,1,Attchd,1966.0,RFn,2,154000
1066,60,RL,14000,ClearCr,7,5,1996,2260,1306,954,2260,2,1,Attchd,1996.0,RFn,2,328000
1067,60,RL,7837,Gilbert,6,7,1993,1571,799,772,1571,2,1,Attchd,1993.0,RFn,2,178000
1068,60,RL,9760,NAmes,6,6,1964,1611,798,813,1611,1,1,Attchd,1964.0,RFn,2,167900
1069,160,RM,3964,MeadowV,6,4,1973,2521,1291,1230,2521,2,1,Attchd,1973.0,Fin,2,151400
1070,45,RL,9600,NAmes,5,7,1949,893,893,0,893,1,0,Detchd,1985.0,Unf,2,135000
1071,20,RL,10152,NAmes,5,5,1956,1048,1048,0,1048,1,0,Attchd,1956.0,Unf,1,135000
1072,60,RL,11700,NWAmes,6,6,1968,1556,829,727,1556,1,1,Attchd,1968.0,Unf,2,154000
1073,50,RL,7585,Edwards,5,3,1948,1456,1002,454,1456,1,0,Detchd,1954.0,Unf,1,91500
1074,60,RL,7950,Edwards,6,6,1977,1426,698,728,1426,1,1,Attchd,1977.0,Fin,2,159500
1075,20,RL,8556,CollgCr,7,5,2006,1240,1240,0,1240,2,0,Attchd,2006.0,RFn,3,194000
1076,70,RL,13125,Crawfor,7,6,1940,1740,960,780,1740,1,1,Attchd,1940.0,Unf,1,219500
1077,50,RL,10800,OldTown,5,8,1936,1466,1096,370,1466,2,0,Attchd,1950.0,Unf,2,170000
1078,20,RL,15870,NAmes,5,5,1969,1096,1096,0,1096,1,0,Attchd,1969.0,Fin,1,138800
1079,120,RM,4435,CollgCr,6,5,2004,848,848,0,848,1,0,Attchd,2004.0,RFn,2,155900
1080,20,RL,8775,CollgCr,5,5,1994,990,990,0,990,1,0,Attchd,1996.0,Unf,1,126000
1081,20,RL,11040,NWAmes,6,7,1971,1258,1258,0,1258,2,0,Attchd,1971.0,RFn,2,145000
1082,20,RL,7500,Sawyer,5,5,1963,1040,1040,0,1040,1,1,Attchd,1963.0,Fin,1,133000
1083,20,RL,8749,CollgCr,7,5,2002,1459,1459,0,1459,2,0,Attchd,2002.0,RFn,2,192000
1084,20,RL,8800,NAmes,6,6,1964,1251,1251,0,1251,1,0,Attchd,1964.0,RFn,1,160000
1085,60,RL,13031,Gilbert,6,5,1995,1498,691,807,1498,2,1,Attchd,1995.0,Fin,2,187500
1086,85,RL,9069,SawyerW,6,6,1992,996,996,0,996,1,0,Attchd,1992.0,Unf,2,147000
1087,160,RM,1974,MeadowV,4,5,1973,1092,546,546,1092,1,1,Attchd,1973.0,RFn,1,83500
1088,60,FV,10574,Somerst,8,5,2005,1953,1082,871,1953,2,1,Attchd,2005.0,RFn,3,252000
1089,160,RM,2522,Edwards,7,5,2004,1709,970,739,1709,2,0,Detchd,2004.0,Unf,2,137500
1090,120,FV,3316,Somerst,8,5,2005,1247,1247,0,1247,1,1,Attchd,2005.0,Fin,2,197000
1091,90,RL,8544,NAmes,3,4,1950,1040,1040,0,1040,2,0,Detchd,1987.0,Unf,2,92900
1092,160,FV,2160,Somerst,7,5,1999,1252,624,628,1252,2,1,Detchd,1999.0,Unf,2,160000
1093,50,RL,8400,SWISU,6,5,1925,1694,1390,304,1694,2,0,Detchd,1925.0,Unf,2,136500
1094,20,RL,9230,NAmes,5,8,1965,1200,1200,0,1200,1,1,Detchd,1977.0,Unf,2,146000
1095,20,RL,5868,NAmes,5,7,1956,936,936,0,936,1,0,Attchd,1956.0,Fin,1,129000
1096,20,RL,9317,CollgCr,6,5,2006,1314,1314,0,1314,2,0,Attchd,2006.0,RFn,2,176432
1097,70,RM,6882,IDOTRR,6,7,1914,1355,773,582,1355,1,1,,,,0,127000
1098,120,RL,3696,StoneBr,8,5,1986,1088,1088,0,1088,1,1,Attchd,1987.0,RFn,2,170000
1099,50,RM,6000,BrkSide,4,6,1936,1324,757,567,1324,1,0,Detchd,1936.0,Unf,1,128000
1100,20,RL,11880,NWAmes,7,5,1978,1601,1601,0,1601,2,0,Attchd,1978.0,RFn,2,157000
1101,30,RL,8400,SWISU,2,5,1920,438,438,0,438,1,0,Detchd,1930.0,Unf,1,60000
1102,20,RL,9758,NAmes,5,5,1971,950,950,0,950,1,0,Detchd,1981.0,Unf,1,119500
1103,20,RL,7000,NAmes,5,7,1960,1134,1134,0,1134,1,0,Attchd,1960.0,RFn,1,135000
1104,20,RL,8910,NAmes,6,6,1959,1194,1194,0,1194,1,0,BuiltIn,1954.0,Fin,2,159500
1105,160,RM,2016,BrDale,5,5,1970,1302,630,672,1302,2,1,Detchd,1970.0,Unf,2,106000
1106,60,RL,12256,NoRidge,8,5,1994,2622,1500,1122,2622,2,1,Attchd,1994.0,RFn,2,325000
1107,20,RL,10357,SawyerW,7,5,1990,1442,1442,0,1442,2,0,Attchd,1990.0,Fin,2,179900
1108,60,RL,23257,Gilbert,7,5,2006,2021,887,1134,2021,2,1,BuiltIn,2006.0,RFn,2,274725
1109,60,RL,8063,Gilbert,6,5,2000,1690,948,742,1690,2,1,Attchd,2000.0,RFn,2,181000
1110,20,RL,11362,NridgHt,8,5,2004,1836,1836,0,1836,2,0,Attchd,2004.0,Fin,3,280000
1111,60,RL,8000,Gilbert,6,5,1995,1658,773,885,1658,2,1,Attchd,1995.0,Fin,2,188000
1112,60,RL,10480,NWAmes,7,6,1976,1964,1098,866,1964,2,1,Attchd,1976.0,RFn,2,205000
1113,20,RL,7100,NAmes,5,7,1957,816,816,0,816,1,0,Detchd,1957.0,Unf,1,129900
1114,20,RL,8923,NAmes,5,7,1953,1008,1008,0,1008,1,0,Attchd,1953.0,Unf,1,134500
1115,20,RL,5400,OldTown,5,7,1954,833,833,0,833,1,0,Detchd,1955.0,Unf,1,117000
1116,20,RL,12085,NridgHt,8,5,2007,1734,1734,0,1734,2,0,Attchd,2007.0,RFn,3,318000
1117,80,RL,7750,Gilbert,8,5,2002,1419,779,640,1419,2,1,BuiltIn,2002.0,Fin,2,184100
1118,20,RL,9764,Sawyer,5,7,1967,894,894,0,894,1,0,Attchd,1967.0,RFn,2,130000
1119,80,RL,13825,Sawyer,5,6,1958,1601,1021,580,1601,1,0,BuiltIn,1958.0,RFn,1,140000
1120,20,RL,7560,NAmes,5,5,1959,1040,1040,0,1040,1,0,Attchd,1959.0,RFn,1,133700
1121,30,RM,8263,IDOTRR,6,5,1920,1012,1012,0,1012,1,0,Detchd,1920.0,Unf,1,118400
1122,20,RL,10084,CollgCr,7,5,2005,1552,1552,0,1552,2,0,Attchd,2005.0,RFn,3,212900
1123,20,RL,8926,Edwards,4,3,1956,960,960,0,960,1,0,Basment,1956.0,Unf,1,112000
1124,20,RL,9405,Edwards,5,9,1947,698,698,0,698,1,0,,,,0,118000
1125,80,RL,9125,Gilbert,7,5,1992,1482,812,670,1482,2,1,Attchd,1992.0,Fin,2,163900
1126,20,RL,10434,NAmes,4,5,1955,1005,1005,0,1005,1,0,Detchd,1977.0,Unf,2,115000
1127,120,RL,3684,Blmngtn,7,5,2007,1555,1555,0,1555,2,0,Attchd,2007.0,Fin,3,174000
1128,20,RL,14572,Gilbert,7,5,2004,1530,1530,0,1530,2,0,Attchd,2004.0,Fin,3,259000
1129,60,RL,11796,Gilbert,7,5,2004,1959,847,1112,1959,2,1,BuiltIn,2004.0,Fin,2,215000
1130,90,RM,7200,OldTown,5,5,1980,936,936,0,936,1,0,Detchd,1980.0,Unf,2,140000
1131,50,RL,7804,SWISU,4,3,1928,1981,1328,653,1981,2,0,Detchd,1981.0,Unf,2,135000
1132,20,RL,10712,Mitchel,5,5,1991,974,974,0,974,1,0,,,,0,93500
1133,70,RM,9900,OldTown,6,4,1880,2210,1178,1032,2210,2,0,Detchd,1930.0,Unf,1,117500
1134,60,RL,9828,SawyerW,8,5,1995,2020,1142,878,2020,2,1,Attchd,1995.0,RFn,2,239500
1135,60,RL,8773,Gilbert,6,5,1997,1600,916,684,1600,2,1,Attchd,1997.0,Fin,2,169000
1136,30,RM,6180,BrkSide,6,5,1926,986,986,0,986,1,0,Detchd,1926.0,Unf,1,102000
1137,50,RL,9600,NAmes,6,5,1950,1252,1032,220,1252,1,0,Attchd,1950.0,Unf,1,119000
1138,50,RL,6342,Sawyer,5,8,1875,1020,780,240,1020,1,0,,,,0,94000
1139,20,RL,9819,Mitchel,6,5,1977,1567,1567,0,1567,2,0,Attchd,1977.0,RFn,2,196000
1140,30,RL,8731,BrkSide,5,5,1920,1167,1167,0,1167,1,0,Detchd,1972.0,Unf,2,144000
1141,20,RL,7350,NAmes,5,7,1951,952,952,0,952,1,0,Detchd,1988.0,Unf,2,139000
1142,60,RL,10304,NWAmes,5,7,1976,1868,1088,780,1868,2,1,Attchd,1976.0,Unf,2,197500
1143,60,RL,9965,CollgCr,8,5,2006,2828,1466,1362,2828,3,0,BuiltIn,2006.0,RFn,3,424870
1144,20,RL,9000,Sawyer,5,3,1959,1006,1006,0,1006,1,0,,,,0,80000
1145,190,RL,12180,Edwards,4,4,1941,924,672,252,924,1,0,Detchd,1941.0,Unf,1,80000
1146,50,RM,6240,BrkSide,5,6,1928,1576,1042,534,1576,1,0,Detchd,1928.0,Unf,1,149000
1147,20,RL,11200,SawyerW,6,5,1985,1298,1298,0,1298,2,0,Attchd,1985.0,Unf,2,180000
1148,70,RL,12000,Crawfor,7,7,1941,1564,860,704,1564,1,1,Attchd,1941.0,Unf,1,174500
1149,50,RM,5700,OldTown,7,7,1926,1111,572,539,1111,1,0,Detchd,1982.0,Unf,1,116900
1150,70,RM,9000,OldTown,7,9,1920,1482,832,650,1482,1,0,Detchd,1930.0,Unf,2,143000
1151,20,RL,8280,NAmes,6,5,1950,932,932,0,932,1,0,Attchd,1950.0,Unf,1,124000
1152,20,RL,17755,Edwards,5,4,1959,1466,1466,0,1466,1,1,Attchd,1959.0,Fin,2,149900
1153,20,RL,14115,Crawfor,6,7,1956,1811,1811,0,1811,1,0,Attchd,1956.0,Fin,2,230000
1154,30,RM,5890,IDOTRR,6,8,1930,816,816,0,816,1,0,Detchd,2002.0,Unf,1,120500
1155,60,RL,13700,NAmes,7,6,1965,1820,902,918,1820,1,2,Attchd,1965.0,Unf,2,201800
1156,20,RL,10768,Veenker,5,8,1976,1437,1437,0,1437,2,0,Attchd,1976.0,RFn,2,218000
1157,80,RL,9350,NAmes,5,8,1965,1265,1265,0,1265,2,0,Attchd,1965.0,RFn,2,179900
1158,120,RL,5001,NridgHt,7,5,2007,1314,1314,0,1314,2,0,Attchd,2008.0,RFn,2,230000
1159,20,RL,11932,Somerst,8,5,2007,1580,1580,0,1580,2,0,Attchd,2008.0,RFn,3,235128
1160,60,RL,9120,NWAmes,6,6,1974,1876,943,933,1876,2,1,Attchd,1974.0,RFn,2,185000
1161,160,RL,2280,NPkVill,6,5,1978,1456,855,601,1456,2,1,Attchd,1978.0,Unf,2,146000
1162,20,RL,14778,Crawfor,6,7,1954,1640,1640,0,1640,1,0,Detchd,1993.0,Unf,2,224000
1163,20,RL,8724,Sawyer,5,5,1968,894,894,0,894,1,0,Attchd,1968.0,Fin,2,129000
1164,90,RL,12900,Sawyer,4,4,1969,1258,1258,0,1258,0,2,CarPort,1969.0,Unf,2,108959
1165,80,RL,16157,Veenker,5,7,1978,1432,1432,0,1432,1,1,Attchd,1978.0,Unf,2,194000
1166,20,RL,9541,NridgHt,7,5,2009,1502,1502,0,1502,2,0,Attchd,2009.0,RFn,2,233170
1167,20,RL,10475,CollgCr,8,5,2008,1694,1694,0,1694,2,0,Attchd,2008.0,RFn,3,245350
1168,60,RL,10852,Gilbert,6,5,2000,1671,959,712,1671,2,1,Attchd,2000.0,Fin,2,173000
1169,70,RL,13728,Edwards,6,7,1935,2108,1236,872,2108,2,0,Basment,1935.0,Unf,2,235000
1170,60,RL,35760,NoRidge,10,5,1995,3627,1831,1796,3627,3,1,Attchd,1995.0,Fin,3,625000
1171,80,RL,9880,Mitchel,6,6,1977,1118,1118,0,1118,1,0,Attchd,1977.0,Fin,1,171000
1172,20,RL,9120,NAmes,6,6,1958,1261,1261,0,1261,1,0,Attchd,1958.0,RFn,2,163000
1173,160,FV,4017,Somerst,7,5,2006,1250,625,625,1250,2,1,Detchd,2006.0,Fin,2,171900
1174,50,RL,18030,ClearCr,5,6,1946,3086,1636,971,3086,3,0,,,,0,200500
1175,70,RL,16560,Crawfor,6,8,1932,2345,1170,1175,2345,2,1,Detchd,1932.0,Unf,2,239000
1176,50,RL,10678,NoRidge,8,5,1992,2872,2129,743,2872,2,1,Attchd,1992.0,Fin,2,285000
1177,20,RL,6951,Mitchel,5,5,1984,923,923,0,923,1,0,Attchd,1984.0,Unf,1,119500
1178,50,RM,3950,OldTown,6,8,1926,1224,818,406,1224,1,0,Detchd,1926.0,Unf,1,115000
1179,50,RL,7681,Crawfor,5,6,1921,1343,820,523,1343,1,1,Detchd,1921.0,Unf,1,154900
1180,20,RL,8335,Edwards,5,5,1954,1124,1124,0,1124,1,0,,,,0,93000
1181,60,RL,11170,Timber,7,5,1990,2514,1298,1216,2514,2,1,Attchd,1990.0,Fin,2,250000
1182,120,RM,5587,Crawfor,8,5,2008,1652,1652,0,1652,2,0,Attchd,2008.0,Fin,2,392500
1183,60,RL,15623,NoRidge,10,5,1996,4476,2411,2065,4476,3,1,Attchd,1996.0,Fin,3,745000
1184,30,RL,10800,OldTown,5,6,1920,1130,1130,0,1130,1,0,Detchd,1970.0,Unf,2,120000
1185,20,RL,35133,Timber,5,4,1963,1572,1572,0,1572,1,1,2Types,1963.0,RFn,3,186700
1186,50,RL,9738,Edwards,5,7,1924,1221,949,272,1221,1,0,Attchd,1965.0,Unf,1,104900
1187,190,RL,10615,OldTown,3,5,1900,1699,1014,685,1699,2,0,CarPort,1920.0,Unf,2,95000
1188,20,RL,12461,NoRidge,8,5,1994,1624,1624,0,1624,2,0,Attchd,1994.0,RFn,3,262000
1189,60,RL,8935,CollgCr,7,5,2002,1660,831,829,1660,2,1,Attchd,2002.0,RFn,2,195000
1190,60,RL,7500,Gilbert,7,5,1999,1804,1028,776,1804,2,1,Attchd,1999.0,Fin,2,189000
1191,190,RL,32463,Mitchel,4,4,1961,1622,1622,0,1622,1,0,2Types,1975.0,Fin,4,168000
1192,160,FV,2645,Somerst,8,5,1999,1441,764,677,1441,2,1,Detchd,1999.0,Unf,2,174000
1193,50,RM,9600,OldTown,5,8,1925,1472,842,630,1472,1,0,Detchd,1925.0,Unf,1,125000
1194,120,RM,4500,Mitchel,6,5,1999,1224,1224,0,1224,2,0,Attchd,1999.0,Fin,2,165000
1195,60,RL,9364,Sawyer,6,7,1969,1352,663,689,1352,1,1,Attchd,1969.0,Fin,1,158000
1196,60,RL,8029,Gilbert,6,5,2005,1456,728,728,1456,2,1,Attchd,2005.0,Fin,2,176000
1197,60,RL,14054,Gilbert,7,5,2006,1863,879,984,1863,2,1,BuiltIn,2006.0,Fin,3,219210
1198,75,RM,8850,OldTown,7,6,1916,1690,815,875,1690,1,0,Detchd,1916.0,Unf,1,144000
1199,20,RL,9100,CollgCr,7,5,2001,1212,1212,0,1212,2,0,Attchd,2001.0,RFn,2,178000
1200,20,RL,11235,Sawyer,4,5,1963,1382,1382,0,1382,1,1,Attchd,1974.0,Unf,2,148000
1201,20,RL,9353,NAmes,4,5,1970,864,864,0,864,1,0,Attchd,1972.0,Unf,1,116050
1202,60,RL,10400,CollgCr,7,5,1998,1779,866,913,1779,2,1,Attchd,1998.0,RFn,2,197900
1203,50,RM,6000,BrkSide,5,8,1925,1348,884,464,1348,1,0,Detchd,1960.0,Unf,1,117000
1204,20,RL,9750,CollgCr,7,5,2000,1630,1630,0,1630,2,0,Attchd,2000.0,Unf,2,213000
1205,20,RL,10140,NWAmes,5,6,1975,1074,1074,0,1074,1,1,Attchd,1975.0,RFn,2,153500
1206,20,RL,14684,SawyerW,7,7,1990,2196,2196,0,2196,2,0,Attchd,1990.0,RFn,3,271900
1207,20,RH,8900,SawyerW,4,4,1966,1056,1056,0,1056,1,0,Detchd,1966.0,Unf,1,107000
1208,20,RL,9135,CollgCr,6,5,2003,1700,1700,0,1700,2,0,Attchd,2003.0,RFn,2,200000
1209,20,RL,7763,NAmes,5,7,1962,1283,1283,0,1283,1,0,Detchd,1980.0,Unf,2,140000
1210,20,RL,10182,Somerst,8,5,2006,1660,1660,0,1660,2,0,Attchd,2006.0,RFn,2,290000
1211,60,RL,11218,SawyerW,6,5,1992,1845,1055,790,1845,2,1,Attchd,1992.0,RFn,2,189000
1212,50,RL,12134,Gilbert,8,7,1988,1752,1080,672,1752,2,0,Basment,1988.0,RFn,2,164000
1213,30,RL,9340,Edwards,4,6,1941,672,672,0,672,1,0,Attchd,1941.0,Unf,1,113000
1214,80,RL,10246,Sawyer,4,9,1965,960,960,0,960,0,0,Attchd,1965.0,Unf,1,145000
1215,85,RL,10205,NAmes,5,5,1962,999,999,0,999,1,0,Attchd,1962.0,Unf,1,134500
1216,20,RL,7094,Sawyer,5,5,1966,894,894,0,894,1,0,Detchd,1966.0,RFn,1,125000
1217,90,RM,8930,Sawyer,6,5,1978,1902,1318,584,1902,2,0,Attchd,1978.0,Unf,2,112000
1218,20,FV,8640,Somerst,8,5,2009,1314,1314,0,1314,2,0,Attchd,2009.0,RFn,2,229456
1219,50,RM,6240,BrkSide,4,5,1947,912,672,240,912,1,0,,,,0,80500
1220,160,RM,1680,BrDale,6,5,1971,1218,672,546,1218,1,1,,,,0,91500
1221,20,RL,7800,NAmes,5,5,1964,912,912,0,912,1,0,Attchd,1964.0,Unf,1,115000
1222,20,RL,8250,Sawyer,5,5,1968,1211,1211,0,1211,1,0,Attchd,1968.0,Unf,1,134000
1223,50,RL,10496,NAmes,6,6,1949,1846,1168,678,1846,2,0,Attchd,1949.0,Unf,1,143000
1224,20,RL,10680,NAmes,5,3,1951,2136,2136,0,2136,2,0,Detchd,1951.0,Unf,2,137900
1225,60,RL,15384,Gilbert,7,5,2004,1490,788,702,1490,2,1,Attchd,2004.0,Fin,2,184000
1226,80,RL,10482,NAmes,6,8,1958,1138,1138,0,1138,1,0,Attchd,1958.0,RFn,1,145000
1227,60,RL,14598,Somerst,6,5,2007,1933,894,1039,1933,2,1,BuiltIn,2007.0,Fin,3,214000
1228,20,RL,8872,NAmes,5,8,1965,912,912,0,912,1,0,Detchd,1992.0,Unf,2,147000
1229,120,RL,8769,NridgHt,9,5,2008,1702,1702,0,1702,1,1,Attchd,2008.0,Fin,3,367294
1230,80,RL,7910,NAmes,5,5,1960,1507,1507,0,1507,2,0,Basment,1960.0,Unf,1,127000
1231,90,RL,18890,Sawyer,5,5,1977,2620,1361,1259,2620,2,2,BuiltIn,1977.0,RFn,2,190000
1232,90,RL,7728,NAmes,5,6,1962,1190,1190,0,1190,1,0,Attchd,1962.0,Unf,2,132500
1233,90,RL,9842,NAmes,4,5,1962,1224,1224,0,1224,2,0,CarPort,1962.0,Unf,2,101800
1234,20,RL,12160,NAmes,5,5,1959,1188,1188,0,1188,1,0,Attchd,1959.0,RFn,2,142000
1235,70,RH,8525,SWISU,5,6,1911,1964,1024,940,1964,1,1,,,,0,130000
1236,70,RL,13132,Crawfor,5,5,1914,1784,892,892,1784,1,1,Detchd,1914.0,Unf,1,138887
1237,160,RL,2628,NridgHt,7,5,2003,1626,764,862,1626,2,1,BuiltIn,2003.0,RFn,2,175500
1238,60,RL,12393,CollgCr,7,5,2004,1948,847,1101,1948,2,1,BuiltIn,2004.0,Fin,2,195000
1239,20,RL,13072,SawyerW,6,5,2005,1141,1141,0,1141,1,1,Detchd,2005.0,Unf,2,142500
1240,20,RL,9037,Timber,8,5,2006,1484,1484,0,1484,2,0,Attchd,2006.0,RFn,2,265900
1241,60,RL,8158,CollgCr,7,5,2003,1768,884,884,1768,2,1,Attchd,2003.0,RFn,2,224900
1242,20,RL,9849,Somerst,7,6,2007,1689,1689,0,1689,2,0,Attchd,2007.0,RFn,3,248328
1243,85,RL,10625,NWAmes,7,6,1974,1173,1173,0,1173,2,0,Attchd,1974.0,RFn,2,170000
